sno,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
3308,Jet Airways,Kolkata,Banglore,1,10844,6,6,20,0,12,15
2388,Jet Airways,Kolkata,Banglore,1,12692,6,9,20,25,24,40
3471,Jet Airways,Delhi,Cochin,2,15129,5,6,9,40,26,55
504,Jet Airways,Delhi,Cochin,1,17024,3,3,13,55,14,30
820,Jet Airways,Delhi,Cochin,2,15129,5,9,23,5,29,20
4918,Air India,Kolkata,Banglore,2,12009,6,6,10,0,19,25
6890,IndiGo,Banglore,New Delhi,0,8033,24,3,13,0,2,50
5222,Jet Airways,Kolkata,Banglore,1,7064,4,1,18,55,21,25
9570,Air Asia,Banglore,New Delhi,0,3383,24,3,11,10,2,45
7638,Vistara,Banglore,Delhi,0,4668,27,5,9,45,2,50
7655,SpiceJet,Kolkata,Banglore,0,4413,18,3,6,55,2,40
1016,Jet Airways,Mumbai,Hyderabad,0,4995,21,6,8,45,1,30
6157,Air India,Delhi,Cochin,1,8669,6,6,7,0,12,15
9696,Air India,Delhi,Cochin,2,12488,6,12,7,10,24,30
7850,Jet Airways,Delhi,Cochin,1,10262,6,6,19,45,23,15
930,Multiple carriers,Delhi,Cochin,2,8620,3,9,7,5,14,15
1549,Multiple carriers,Delhi,Cochin,1,7670,18,5,10,20,15,10
5336,Multiple carriers,Delhi,Cochin,1,9646,18,5,7,5,9,5
1061,SpiceJet,Chennai,Kolkata,0,3807,24,3,9,30,2,35
9820,Air India,Delhi,Cochin,1,8372,6,9,21,0,22,15
5156,Jet Airways,Delhi,Cochin,1,5177,4,3,2,15,26,10
10163,SpiceJet,Chennai,Kolkata,0,3543,5,1,9,45,2,15
9329,Jet Airways,Kolkata,Banglore,1,10539,6,6,17,0,25,0
9133,Jet Airways,Delhi,Cochin,2,12819,24,6,13,25,23,10
436,Multiple carriers,Delhi,Cochin,1,8552,3,3,7,10,9,0
3949,Jet Airways,Kolkata,Banglore,1,8586,5,1,16,30,15,45
4977,Air India,Kolkata,Banglore,3,8607,4,1,16,45,30,30
7561,Air India,Kolkata,Banglore,1,6327,6,9,19,0,16,5
6135,Vistara,Banglore,Delhi,0,4668,18,6,7,0,2,40
3920,IndiGo,Banglore,Delhi,0,4423,27,5,6,5,2,45
2094,Multiple carriers,Delhi,Cochin,1,6883,21,3,9,0,12,0
6398,Vistara,Banglore,Delhi,0,5613,24,4,17,0,2,35
4814,SpiceJet,Kolkata,Banglore,0,3873,15,6,22,20,2,20
1503,Jet Airways,Banglore,New Delhi,1,10562,3,9,9,45,14,45
3404,Jet Airways,Delhi,Cochin,1,14714,6,6,11,30,16,55
8404,Multiple carriers,Delhi,Cochin,1,13377,6,9,10,0,15,30
9642,IndiGo,Kolkata,Banglore,0,4804,15,5,4,40,2,35
7255,Jet Airways,Banglore,New Delhi,1,26890,3,1,8,55,9,30
9572,Multiple carriers,Delhi,Cochin,1,6795,27,5,10,20,15,10
1967,Jet Airways,Mumbai,Hyderabad,0,4995,18,6,7,5,1,25
7107,Jet Airways,Kolkata,Banglore,1,13067,5,6,17,0,17,55
3826,IndiGo,Kolkata,Banglore,0,4804,5,3,22,15,2,35
5376,Jet Airways,Kolkata,Banglore,1,11134,24,3,13,55,9,30
4241,Vistara,Banglore,Delhi,0,4878,18,6,17,0,2,35
921,Air India,Kolkata,Banglore,0,6535,3,1,14,15,2,30
10367,Air India,Kolkata,Banglore,2,14960,15,5,16,45,16,10
3413,Jet Airways,Delhi,Cochin,2,11538,21,3,6,20,22,5
6197,IndiGo,Banglore,Delhi,0,4823,5,6,18,55,2,55
5920,SpiceJet,Banglore,New Delhi,0,5126,3,9,20,30,2,50
6659,IndiGo,Kolkata,Banglore,0,4488,4,9,20,20,2,35
36,SpiceJet,Kolkata,Banglore,1,4649,21,5,15,5,5,15
6605,Jet Airways,Delhi,Cochin,1,5406,4,1,17,30,19,5
7560,IndiGo,Delhi,Cochin,1,6442,27,6,5,5,11,5
4305,IndiGo,Banglore,Delhi,0,4823,18,6,8,30,2,50
4658,Jet Airways,Delhi,Cochin,1,12242,27,3,8,0,10,50
1344,Jet Airways,Delhi,Cochin,1,12898,21,5,11,30,7,30
8253,Air India,Delhi,Cochin,1,8372,21,5,10,0,9,15
1765,GoAir,Delhi,Cochin,1,6296,18,5,7,25,6,10
5089,IndiGo,Delhi,Cochin,1,6628,6,1,17,10,8,20
8541,Air India,Delhi,Cochin,0,5201,24,6,18,5,3,5
6548,IndiGo,Delhi,Cochin,1,6442,6,12,7,35,14,55
7993,Jet Airways,Banglore,Delhi,0,4544,27,4,18,55,3,5
862,Air India,Delhi,Cochin,1,8277,18,5,17,40,5,20
6488,Multiple carriers Premium economy,Delhi,Cochin,1,11269,21,3,8,55,6,35
1492,Air Asia,Banglore,Delhi,0,3383,18,6,23,55,2,50
9451,Jet Airways,Mumbai,Hyderabad,0,4995,27,6,10,20,1,30
4724,Multiple carriers,Delhi,Cochin,1,7531,21,3,10,20,8,55
37,Air India,Kolkata,Banglore,0,6245,18,5,14,15,2,30
9475,IndiGo,Kolkata,Banglore,0,4804,27,5,22,15,2,35
8455,Jet Airways,Kolkata,Banglore,1,14781,5,1,8,25,9,50
4720,Air India,Kolkata,Banglore,1,6117,15,5,19,0,9,40
4109,IndiGo,Banglore,New Delhi,1,6114,15,3,7,30,4,50
1489,Air India,Delhi,Cochin,2,8446,27,3,5,55,37,20
1281,Vistara,Kolkata,Banglore,1,8977,4,1,17,0,5,55
10362,IndiGo,Mumbai,Hyderabad,0,2754,27,5,2,35,1,30
8277,SpiceJet,Mumbai,Hyderabad,0,2017,4,3,5,45,1,30
4257,Multiple carriers,Delhi,Cochin,1,15135,3,3,11,30,7,20
5955,IndiGo,Kolkata,Banglore,0,4174,4,12,21,25,2,40
836,Jet Airways,Delhi,Cochin,1,15554,18,5,22,50,20,10
9018,Jet Airways,Delhi,Cochin,1,10577,6,3,8,0,11,0
9179,Air India,Banglore,Delhi,0,5228,21,6,21,5,2,50
3932,Air India,Mumbai,Hyderabad,0,3100,15,5,19,30,1,15
3937,Air India,Delhi,Cochin,1,11260,3,9,23,0,20,15
10300,Air Asia,Kolkata,Banglore,0,4384,3,12,19,35,2,30
4625,Multiple carriers,Delhi,Cochin,1,6093,24,6,14,55,7,35
7408,Jet Airways,Kolkata,Banglore,1,10844,21,5,14,5,6,40
1926,Multiple carriers,Delhi,Cochin,1,8266,27,6,7,30,11,45
5470,GoAir,Delhi,Cochin,1,5842,5,9,7,25,6,10
2644,Air India,Kolkata,Banglore,2,11642,5,12,9,25,20,10
1806,Jet Airways,Delhi,Cochin,1,10262,6,6,19,45,8,40
2105,Jet Airways,Delhi,Cochin,1,10262,6,6,7,5,5,30
3618,Air Asia,Kolkata,Banglore,0,4384,15,3,10,20,2,35
6959,IndiGo,Banglore,Delhi,0,3419,5,6,22,10,2,50
4886,Multiple carriers,Delhi,Cochin,1,9794,5,9,6,0,13,0
5975,Air India,Delhi,Cochin,1,4697,4,6,17,20,16,5
7280,Air India,Delhi,Cochin,2,12436,6,3,12,55,30,20
7284,GoAir,Delhi,Cochin,1,7870,6,12,14,25,5,10
1014,IndiGo,Banglore,New Delhi,0,7303,24,3,18,55,2,50
9201,Jet Airways,Delhi,Cochin,2,12814,21,3,5,25,37,25
8962,IndiGo,Banglore,New Delhi,0,7648,3,3,13,0,2,50
9343,Air India,Delhi,Cochin,1,11522,3,6,5,15,25,35
745,IndiGo,Delhi,Cochin,1,14871,3,6,7,30,8,0
4819,Jet Airways,Delhi,Cochin,1,10262,24,6,21,50,21,10
832,IndiGo,Kolkata,Banglore,0,4148,3,9,5,30,2,50
5712,Vistara,Kolkata,Banglore,1,8610,5,6,17,0,27,20
1826,Jet Airways,Kolkata,Banglore,1,13941,5,1,20,0,12,15
7912,IndiGo,Kolkata,Banglore,0,4804,27,5,9,35,2,45
10107,Jet Airways,Delhi,Cochin,1,10577,6,9,19,15,23,45
7173,Multiple carriers,Delhi,Cochin,1,7485,21,5,12,50,12,40
8103,SpiceJet,Delhi,Cochin,1,5583,15,6,15,45,6,20
4418,Jet Airways,Delhi,Cochin,2,15129,24,5,23,5,29,20
9739,IndiGo,Delhi,Cochin,1,6104,6,9,10,35,14,55
794,Jet Airways,Banglore,Delhi,0,7229,4,9,7,10,3,0
2789,IndiGo,Mumbai,Hyderabad,0,4049,6,9,9,10,1,30
8346,Air India,Delhi,Cochin,1,7480,5,9,12,30,20,55
5717,Jet Airways,Delhi,Cochin,0,7202,6,1,11,0,3,15
9924,Jet Airways,Delhi,Cochin,1,16289,21,5,7,5,11,55
3476,IndiGo,Delhi,Cochin,1,6442,27,6,6,50,15,40
193,Jet Airways,Banglore,Delhi,0,8016,27,6,18,55,3,5
2615,Jet Airways,Kolkata,Banglore,1,10844,21,5,8,25,11,25
5260,Air India,Kolkata,Banglore,1,6528,5,6,14,35,24,45
3500,GoAir,Delhi,Cochin,1,4959,6,3,10,35,9,0
6267,SpiceJet,Kolkata,Banglore,0,3873,4,6,14,55,2,30
6946,SpiceJet,Kolkata,Banglore,1,9946,6,9,11,15,7,15
6615,SpiceJet,Chennai,Kolkata,0,3543,6,1,17,45,2,20
3706,Jet Airways,Kolkata,Banglore,1,10844,24,5,14,5,26,15
8980,Jet Airways,Delhi,Cochin,1,12898,27,5,13,0,6,0
1327,Jet Airways,Delhi,Cochin,1,12373,18,5,18,15,18,20
9930,SpiceJet,Kolkata,Banglore,1,9158,6,9,15,55,5,30
335,Air Asia,Kolkata,Banglore,1,5192,5,6,7,35,15,55
4448,IndiGo,Chennai,Kolkata,0,3540,6,1,5,15,2,25
7571,SpiceJet,Chennai,Kolkata,0,3597,27,6,17,45,2,20
5513,Air Asia,Delhi,Cochin,1,6151,27,3,16,45,5,30
9019,Air India,Kolkata,Banglore,2,12723,24,5,5,50,27,5
9711,Jet Airways,Banglore,New Delhi,1,21934,15,3,16,55,7,50
7891,Jet Airways,Kolkata,Banglore,1,14781,18,5,14,5,5,45
1822,Jet Airways,Delhi,Cochin,1,14924,6,12,8,0,11,0
224,Jet Airways,Delhi,Cochin,2,13014,6,9,5,30,22,55
6349,Jet Airways,Kolkata,Banglore,1,10953,4,1,9,35,11,30
7950,Jet Airways,Mumbai,Hyderabad,0,8040,5,6,10,20,1,30
4203,Jet Airways,Kolkata,Banglore,1,10844,5,12,18,55,23,20
1754,IndiGo,Kolkata,Banglore,1,5192,24,5,15,15,4,50
4289,IndiGo,Banglore,Delhi,0,4823,4,6,18,55,2,55
6843,Air India,Delhi,Cochin,1,8372,5,9,10,0,9,15
5327,Jet Airways,Kolkata,Banglore,1,13067,5,6,17,0,28,5
9427,Jet Airways,Kolkata,Banglore,1,13067,18,5,9,35,28,50
8121,Jet Airways,Delhi,Cochin,2,14300,15,6,18,20,18,15
4670,Jet Airways,Delhi,Cochin,2,13376,27,6,14,35,22,0
2349,Jet Airways,Delhi,Cochin,2,15812,24,6,11,40,7,20
8576,Multiple carriers,Delhi,Cochin,1,6805,5,9,14,55,7,35
9554,Air India,Delhi,Cochin,1,8792,6,1,17,0,26,15
5962,Air India,Delhi,Cochin,0,5201,18,6,18,5,3,5
3059,IndiGo,Delhi,Cochin,1,6316,6,9,16,0,9,30
9827,Jet Airways,Delhi,Cochin,1,14714,6,9,7,5,11,55
3406,Jet Airways,Kolkata,Banglore,1,14781,15,5,6,30,14,15
8828,SpiceJet,Banglore,Delhi,0,3311,24,5,5,55,2,40
7407,Jet Airways,Delhi,Cochin,1,5177,4,6,2,15,10,20
8847,Jet Airways,Kolkata,Banglore,1,14571,24,5,8,25,12,20
4906,IndiGo,Kolkata,Banglore,0,4804,18,5,4,40,2,35
1691,Multiple carriers,Delhi,Cochin,1,6943,27,5,15,0,10,30
1082,IndiGo,Mumbai,Hyderabad,0,2227,18,5,20,5,1,35
616,IndiGo,Kolkata,Banglore,0,4804,27,5,20,20,2,35
6879,Air India,Kolkata,Banglore,2,11432,5,9,8,20,14,55
7435,IndiGo,Chennai,Kolkata,0,3597,27,6,19,35,2,20
3460,Multiple carriers,Delhi,Cochin,1,9205,18,5,8,30,10,30
642,Jet Airways,Kolkata,Banglore,1,9899,6,12,14,5,9,30
5151,SpiceJet,Kolkata,Banglore,1,6171,5,9,8,35,8,40
6229,IndiGo,Delhi,Cochin,1,8258,3,3,7,35,4,25
3068,Jet Airways,Delhi,Cochin,2,8728,21,3,13,55,28,55
4475,Jet Airways,Delhi,Cochin,2,15812,6,12,11,40,7,20
3756,IndiGo,Delhi,Cochin,1,8854,5,1,18,35,6,55
5217,Jet Airways,Delhi,Cochin,2,13029,27,5,5,30,13,30
1259,Air Asia,Banglore,Delhi,0,3383,5,6,23,55,2,50
4782,Jet Airways,Banglore,Delhi,0,5769,18,6,7,10,3,0
3295,Jet Airways,Kolkata,Banglore,1,10844,5,12,16,30,23,50
3242,GoAir,Banglore,Delhi,0,3898,15,6,20,55,2,45
3884,Jet Airways,Banglore,Delhi,0,8016,24,6,15,15,2,55
6590,SpiceJet,Kolkata,Banglore,0,4491,21,4,9,0,2,25
10361,Jet Airways,Banglore,Delhi,0,7229,4,1,15,15,2,55
2001,Multiple carriers,Delhi,Cochin,1,15135,3,3,7,30,11,20
2763,IndiGo,Kolkata,Banglore,0,4804,21,4,9,35,2,45
1229,Jet Airways,Delhi,Cochin,1,15554,18,5,14,0,5,0
4837,Jet Airways,Delhi,Cochin,1,15190,6,12,7,5,11,55
756,Jet Airways,Kolkata,Banglore,1,10031,24,3,21,10,21,0
1295,Multiple carriers,Delhi,Cochin,1,13587,6,1,9,0,12,0
3606,Jet Airways,Mumbai,Hyderabad,0,3210,24,6,19,35,1,30
3919,Air Asia,Delhi,Cochin,1,6752,27,5,16,45,5,40
4767,Air India,Banglore,Delhi,0,5176,4,6,6,10,2,45
10287,Multiple carriers,Delhi,Cochin,1,11200,15,6,8,30,10,30
9408,Jet Airways,Banglore,New Delhi,1,11087,3,9,8,0,26,25
5506,Jet Airways,Kolkata,Banglore,1,14571,6,6,21,10,12,10
7452,SpiceJet,Delhi,Cochin,1,7317,18,5,15,45,6,20
5422,IndiGo,Delhi,Cochin,0,5000,21,6,14,25,3,15
581,Air India,Delhi,Cochin,0,6094,15,5,18,5,3,5
3330,Jet Airways,Kolkata,Banglore,1,8586,15,5,20,0,12,15
9776,IndiGo,Banglore,Delhi,0,3625,24,4,22,10,2,50
1739,Jet Airways,Kolkata,Banglore,1,14151,5,12,9,35,11,30
9909,Jet Airways,Kolkata,Banglore,1,14231,24,3,13,55,28,15
6978,Multiple carriers,Delhi,Cochin,1,7531,21,3,11,40,7,35
7438,Multiple carriers,Delhi,Cochin,1,13587,6,9,2,15,9,15
9911,GoAir,Delhi,Cochin,1,5628,3,3,5,45,7,35
904,Vistara,Banglore,Delhi,0,5403,4,3,9,45,2,50
4136,Jet Airways,Delhi,Cochin,2,13014,6,3,19,30,8,55
6505,Jet Airways,Banglore,Delhi,0,7229,5,1,17,45,3,0
2372,Jet Airways,Kolkata,Banglore,1,6224,6,12,16,30,12,10
9431,Multiple carriers,Delhi,Cochin,1,13587,6,9,16,0,9,30
7045,IndiGo,Kolkata,Banglore,0,4804,24,6,4,40,2,35
861,Jet Airways,Kolkata,Banglore,1,12692,6,12,9,35,12,30
10024,Air India,Kolkata,Banglore,0,6245,6,1,14,15,2,30
2107,Jet Airways,Kolkata,Banglore,1,10031,24,3,19,45,24,55
8215,Jet Airways,Delhi,Cochin,1,12242,27,3,20,50,7,35
9805,Jet Airways,Kolkata,Banglore,1,10844,18,5,5,45,14,5
3744,Air India,Delhi,Cochin,1,9194,24,6,10,0,9,15
1473,Jet Airways,Delhi,Cochin,1,12898,27,5,22,50,20,10
1710,Air India,Banglore,New Delhi,1,11161,18,3,13,50,28,50
5399,Jet Airways,Kolkata,Banglore,1,14781,5,12,6,30,11,45
3012,SpiceJet,Kolkata,Banglore,0,3873,5,3,22,20,2,20
7202,SpiceJet,Kolkata,Banglore,0,3841,21,5,6,55,2,35
1954,Jet Airways,Kolkata,Banglore,1,12384,5,9,9,35,11,30
6527,Air India,Kolkata,Banglore,0,4880,5,12,20,45,2,35
6228,IndiGo,Delhi,Cochin,1,6838,27,5,8,30,12,30
4482,Jet Airways,Kolkata,Banglore,1,14231,24,3,21,10,11,0
6312,Air India,Mumbai,Hyderabad,0,2050,21,3,21,5,1,20
4691,Vistara,Kolkata,Banglore,1,8610,5,6,7,10,13,10
2791,SpiceJet,Banglore,Delhi,0,3919,4,9,21,10,2,55
8727,Multiple carriers,Delhi,Cochin,1,7354,6,3,7,30,11,45
5795,Jet Airways,Banglore,Delhi,0,7229,21,4,7,10,3,0
9920,IndiGo,Delhi,Cochin,1,7398,4,9,21,50,5,45
5443,Air India,Mumbai,Hyderabad,0,5462,3,6,21,5,1,20
1187,IndiGo,Delhi,Cochin,0,5601,6,6,5,35,3,15
910,IndiGo,Kolkata,Banglore,0,4804,21,5,17,15,2,35
4363,IndiGo,Delhi,Cochin,1,7054,5,6,14,20,8,10
6455,Jet Airways,Kolkata,Banglore,1,8586,5,6,6,30,25,45
1729,SpiceJet,Banglore,Delhi,0,4423,5,9,21,10,2,55
5341,Multiple carriers,Delhi,Cochin,1,9424,5,9,19,0,6,30
7355,Multiple carriers,Delhi,Cochin,1,13377,24,6,13,0,12,30
7594,SpiceJet,Chennai,Kolkata,0,3543,6,6,9,45,2,15
4988,Jet Airways,Delhi,Cochin,2,15812,3,6,17,55,34,30
3445,Jet Airways,Kolkata,Banglore,1,10844,18,5,8,25,11,25
7046,Air India,Delhi,Cochin,2,11281,5,1,22,0,21,15
7834,Jet Airways,Kolkata,Banglore,1,13759,24,3,19,45,26,50
6342,IndiGo,Mumbai,Hyderabad,0,3175,5,12,2,35,1,30
4960,IndiGo,Chennai,Kolkata,0,3858,24,5,14,45,2,20
4552,IndiGo,Banglore,Delhi,0,3943,21,6,4,0,2,50
1552,SpiceJet,Delhi,Cochin,1,5351,4,1,6,5,5,15
5267,IndiGo,Banglore,Delhi,0,4423,27,4,13,0,2,50
3095,Multiple carriers,Delhi,Cochin,1,14067,21,5,17,30,8,0
7375,Jet Airways,Kolkata,Banglore,1,10953,5,6,20,25,27,10
9071,Jet Airways,Kolkata,Banglore,1,11467,5,6,20,25,25,40
9369,Jet Airways,Kolkata,Banglore,1,12692,6,9,20,25,27,10
766,Jet Airways,Delhi,Cochin,2,15129,21,5,19,10,23,50
536,Jet Airways,Banglore,New Delhi,1,17261,3,6,21,25,14,0
7170,Multiple carriers,Delhi,Cochin,1,14848,6,6,7,5,12,10
7841,Jet Airways,Delhi,Cochin,1,5177,4,6,14,0,5,0
7094,Multiple carriers,Delhi,Cochin,1,8055,27,3,6,0,15,0
1913,SpiceJet,Banglore,Delhi,0,3971,6,9,21,10,2,55
8056,IndiGo,Delhi,Cochin,1,5065,24,4,20,25,5,5
2870,Multiple carriers,Delhi,Cochin,1,10678,27,6,4,55,14,5
3025,Multiple carriers,Delhi,Cochin,1,9508,6,3,10,0,15,30
8067,Jet Airways,Delhi,Cochin,2,16263,21,5,20,0,8,25
7318,Jet Airways,Delhi,Cochin,1,14714,6,6,13,0,6,0
5980,Jet Airways,Banglore,Delhi,0,4030,5,6,11,10,2,55
3861,Jet Airways,Kolkata,Banglore,1,13759,24,3,19,45,22,25
1609,Air India,Delhi,Cochin,1,7480,24,5,9,45,23,40
6382,IndiGo,Mumbai,Hyderabad,0,2754,21,3,19,5,1,25
7812,Multiple carriers,Delhi,Cochin,2,6653,21,3,13,15,8,5
5319,IndiGo,Chennai,Kolkata,0,3858,21,3,11,35,2,25
9792,IndiGo,Chennai,Kolkata,0,3597,18,6,19,35,2,20
4598,Air India,Mumbai,Hyderabad,0,3100,5,12,13,55,1,30
6714,Jet Airways,Banglore,New Delhi,1,16736,3,6,5,45,13,25
803,Multiple carriers,Delhi,Cochin,2,10759,3,6,13,5,8,15
5931,IndiGo,Banglore,Delhi,0,3943,6,1,13,0,2,50
439,Multiple carriers,Delhi,Cochin,1,7354,6,6,10,35,8,40
3915,Air India,Kolkata,Banglore,1,6327,18,5,19,0,16,5
4461,Jet Airways,Delhi,Cochin,1,10262,6,12,11,30,25,5
2142,SpiceJet,Banglore,Delhi,0,3257,5,12,5,55,2,40
1051,Jet Airways,Kolkata,Banglore,1,10844,6,6,6,30,11,45
1336,Multiple carriers,Delhi,Cochin,1,23533,3,1,19,0,6,35
9952,IndiGo,Mumbai,Hyderabad,0,2754,6,9,19,5,1,30
6092,Multiple carriers,Delhi,Cochin,1,13727,5,9,13,0,8,0
9115,Air India,Mumbai,Hyderabad,1,10943,3,12,21,0,22,25
4773,IndiGo,Delhi,Cochin,1,4744,27,3,2,5,5,20
127,Jet Airways,Kolkata,Banglore,1,14388,5,6,20,0,16,0
8519,Jet Airways,Delhi,Cochin,2,15129,27,5,23,5,29,20
2625,Jet Airways,Kolkata,Banglore,1,10844,6,6,8,25,9,50
6223,Vistara,Chennai,Kolkata,0,6627,15,3,7,5,2,15
5509,Jet Airways,Kolkata,Banglore,1,10953,5,9,17,0,17,55
779,Air Asia,Kolkata,Banglore,0,4107,4,3,10,20,2,35
2566,Jet Airways,Banglore,New Delhi,1,11087,18,3,11,40,21,20
5709,Jet Airways,Delhi,Cochin,1,10262,6,3,18,15,24,45
1017,Multiple carriers,Delhi,Cochin,1,7408,15,6,13,0,8,0
4133,Air India,Mumbai,Hyderabad,0,3100,27,6,21,5,1,20
6716,Multiple carriers,Delhi,Cochin,1,11789,15,6,6,0,13,0
4372,Jet Airways,Kolkata,Banglore,1,10844,6,6,20,0,20,20
6910,IndiGo,Kolkata,Banglore,0,4148,21,3,9,35,2,45
9590,Air India,Banglore,New Delhi,0,4441,18,3,21,5,2,50
7185,Air India,Delhi,Cochin,2,10283,3,3,5,0,38,15
3147,Air India,Delhi,Cochin,1,8991,6,12,9,45,22,30
7666,Multiple carriers,Delhi,Cochin,1,6795,6,3,15,15,10,15
5039,Jet Airways,Kolkata,Banglore,1,14151,5,12,9,35,9,35
8753,Multiple carriers,Delhi,Cochin,1,15058,6,3,8,0,11,15
2407,Vistara,Banglore,Delhi,0,4668,27,5,21,0,2,50
10100,Air Asia,Delhi,Cochin,1,8327,3,9,16,45,14,25
3363,IndiGo,Delhi,Cochin,1,6206,27,3,11,30,14,5
3382,Jet Airways,Kolkata,Banglore,1,10844,5,12,20,0,20,20
5928,SpiceJet,Kolkata,Banglore,0,3850,3,6,6,55,2,40
5823,Jet Airways,Delhi,Cochin,2,10919,15,6,14,35,13,50
7971,Jet Airways,Mumbai,Hyderabad,0,8040,18,3,10,20,1,30
5813,Jet Airways,Kolkata,Banglore,1,10844,21,5,14,5,8,30
3343,IndiGo,Mumbai,Hyderabad,0,3175,21,5,16,55,1,30
4117,Vistara,Banglore,New Delhi,0,7240,3,9,11,30,2,40
7576,IndiGo,Delhi,Cochin,1,5636,21,5,7,15,5,15
1483,IndiGo,Delhi,Cochin,1,6442,6,12,8,35,7,35
2876,Jet Airways,Delhi,Cochin,1,16079,21,5,16,0,27,0
8320,Jet Airways,Banglore,New Delhi,1,9134,15,3,5,45,4,40
3053,Vistara,Kolkata,Banglore,1,8662,5,6,20,20,14,25
5972,IndiGo,Banglore,Delhi,0,4823,27,5,7,10,2,55
4104,Jet Airways,Kolkata,Banglore,1,14151,6,6,17,0,26,10
4467,Jet Airways,Banglore,Delhi,0,7229,27,5,15,15,2,55
2419,SpiceJet,Delhi,Cochin,1,5975,6,1,17,55,4,55
1684,Jet Airways,Kolkata,Banglore,1,14388,5,12,18,55,15,10
3774,Multiple carriers,Delhi,Cochin,1,6673,27,3,8,0,7,30
692,IndiGo,Banglore,New Delhi,1,7774,3,3,5,25,4,45
198,Air India,Banglore,New Delhi,0,4441,18,3,13,20,2,50
81,Jet Airways,Banglore,New Delhi,0,7229,24,3,19,55,2,40
398,Air India,Banglore,New Delhi,0,10741,3,9,17,0,2,45
817,Jet Airways,Kolkata,Banglore,1,8529,6,12,18,55,25,50
403,GoAir,Banglore,New Delhi,0,7631,3,9,7,45,2,55
9083,IndiGo,Kolkata,Banglore,0,4804,24,4,11,30,2,35
9281,Air India,Kolkata,Banglore,2,12534,6,9,7,0,22,25
5494,Jet Airways,Banglore,Delhi,0,7229,5,12,17,45,3,0
7804,IndiGo,Mumbai,Hyderabad,0,3838,3,9,21,20,1,25
8195,Air Asia,Kolkata,Banglore,0,5964,3,1,19,35,2,30
3334,Jet Airways,Kolkata,Banglore,1,14151,15,5,9,35,25,20
383,Vistara,Kolkata,Banglore,1,8452,5,1,7,10,15,30
4404,Jet Airways,Kolkata,Banglore,1,10844,21,5,6,30,11,45
7423,IndiGo,Mumbai,Hyderabad,0,4049,21,5,9,10,1,30
1786,Jet Airways,Delhi,Cochin,1,10262,15,6,18,15,10,10
7090,Air India,Mumbai,Hyderabad,1,9535,3,6,9,15,24,0
6802,Jet Airways,Delhi,Cochin,2,15129,27,5,23,5,19,55
4156,Multiple carriers,Delhi,Cochin,1,7155,6,12,4,55,14,20
3241,Jet Airways,Delhi,Cochin,1,10577,6,9,18,15,24,45
8840,IndiGo,Mumbai,Hyderabad,0,4049,27,6,6,25,1,30
1620,Air India,Kolkata,Banglore,1,7452,5,1,16,45,28,20
5218,IndiGo,Delhi,Cochin,1,7640,24,5,14,20,8,10
550,IndiGo,Delhi,Cochin,1,5073,24,4,7,35,4,35
8769,Air India,Banglore,New Delhi,0,25703,3,1,21,10,2,45
7956,Vistara,Chennai,Kolkata,0,11982,15,5,17,45,2,20
9467,Jet Airways,Delhi,Cochin,2,13376,15,6,14,35,22,0
1158,Jet Airways,Delhi,Cochin,1,16289,21,5,7,5,5,30
2821,IndiGo,Delhi,Cochin,0,5406,18,3,14,30,3,5
6658,Jet Airways,Kolkata,Banglore,1,10844,24,5,6,30,9,50
9787,SpiceJet,Delhi,Cochin,1,4760,15,5,8,45,4,30
9110,Jet Airways,Banglore,Delhi,0,4544,27,4,19,50,3,0
996,Multiple carriers,Delhi,Cochin,1,9315,27,5,7,30,11,30
2920,IndiGo,Kolkata,Banglore,0,4804,5,6,22,15,2,35
1676,Multiple carriers,Delhi,Cochin,1,10877,15,6,11,25,7,35
5953,Jet Airways,Delhi,Cochin,1,10262,6,9,15,0,21,35
3369,Jet Airways,Kolkata,Banglore,1,12121,5,1,20,25,14,30
5390,Jet Airways,Delhi,Cochin,1,12898,27,5,21,50,21,10
9980,SpiceJet,Chennai,Kolkata,0,3543,18,6,17,45,2,20
8047,IndiGo,Delhi,Cochin,1,10112,15,6,23,30,5,5
8463,Air India,Banglore,New Delhi,1,14069,3,1,11,5,11,40
1539,Jet Airways,Kolkata,Banglore,1,13067,5,1,17,0,6,35
3117,Jet Airways,Delhi,Cochin,1,13843,3,6,13,0,15,25
5954,SpiceJet,Chennai,Kolkata,0,3543,5,6,9,45,2,15
5022,Jet Airways,Delhi,Cochin,1,10262,15,6,17,30,25,30
1637,IndiGo,Delhi,Cochin,1,6442,24,6,8,35,13,55
8084,SpiceJet,Delhi,Cochin,1,6297,6,9,15,45,6,20
8982,SpiceJet,Kolkata,Banglore,1,8479,24,5,11,35,7,15
4153,IndiGo,Mumbai,Hyderabad,0,3175,3,6,2,30,1,30
2689,Multiple carriers,Delhi,Cochin,1,12524,24,6,6,0,6,35
1584,Air India,Kolkata,Banglore,2,15894,6,6,14,30,22,0
7982,Jet Airways,Delhi,Cochin,1,10262,27,6,2,15,10,20
6303,Jet Airways,Delhi,Cochin,2,10588,6,6,21,25,21,35
3730,Jet Airways,Delhi,Cochin,2,13882,15,6,9,25,27,10
6679,Jet Airways,Kolkata,Banglore,1,13759,24,3,19,45,27,40
2865,Multiple carriers,Delhi,Cochin,1,9627,18,5,10,35,8,25
