,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
8833,IndiGo,Delhi,Cochin,1,7503,18,5,15,0,10,30
8834,IndiGo,Delhi,Cochin,1,5883,6,3,11,25,14,5
8835,Jet Airways,Kolkata,Banglore,1,12692,6,12,20,25,13,20
8836,IndiGo,Banglore,Delhi,0,4823,15,4,8,30,2,50
8837,SpiceJet,Mumbai,Hyderabad,0,2017,27,5,5,45,1,30
8838,Air India,Delhi,Cochin,2,8603,6,12,12,0,19,40
8839,Jet Airways,Banglore,Delhi,0,5769,21,6,11,10,2,55
8840,Jet Airways,Kolkata,Banglore,1,12681,4,1,18,55,23,20
8841,SpiceJet,Banglore,Delhi,0,3625,24,6,5,55,2,40
8842,IndiGo,Delhi,Cochin,1,8854,5,9,9,15,16,15
8843,IndiGo,Mumbai,Hyderabad,0,2754,15,5,2,35,1,30
8844,Air India,Delhi,Cochin,1,8372,6,12,10,0,9,15
8845,Jet Airways,Delhi,Cochin,1,10262,6,12,16,0,20,35
8846,Air India,Chennai,Kolkata,0,10810,3,3,11,40,2,15
8847,IndiGo,Chennai,Kolkata,0,3540,15,6,5,15,2,25
8848,Jet Airways,Banglore,Delhi,0,8016,6,6,18,55,3,5
8849,IndiGo,Banglore,New Delhi,0,6860,3,9,10,30,2,50
8850,Air Asia,Delhi,Cochin,1,6451,27,4,16,45,5,40
8851,Jet Airways,Kolkata,Banglore,1,13067,5,6,20,25,18,40
8852,Jet Airways,Kolkata,Banglore,1,11467,5,6,17,0,25,0
8853,Air India,Kolkata,Banglore,1,10203,5,9,10,0,13,15
8854,Air Asia,Kolkata,Banglore,0,4082,3,12,22,50,2,30
8855,Air India,Delhi,Cochin,2,13276,21,5,10,55,8,20
8856,Jet Airways,Banglore,New Delhi,2,23001,3,9,8,55,7,0
8857,Jet Airways,Kolkata,Banglore,1,10844,6,6,18,55,25,50
8858,IndiGo,Banglore,Delhi,0,4990,27,6,18,55,2,55
8859,Jet Airways,Banglore,New Delhi,1,10037,3,9,5,50,9,10
8860,Jet Airways,Kolkata,Banglore,1,14388,5,6,20,0,8,40
8862,Air India,Delhi,Cochin,2,12287,3,3,21,30,21,45
8863,Jet Airways,Kolkata,Banglore,1,10844,6,6,14,5,6,40
8864,Jet Airways,Mumbai,Hyderabad,0,4995,24,5,10,20,1,30
8865,Multiple carriers,Delhi,Cochin,1,9794,27,5,11,40,7,20
8866,IndiGo,Kolkata,Banglore,1,4226,6,6,6,20,4,0
8867,IndiGo,Delhi,Cochin,1,7318,21,3,11,30,14,5
8868,Jet Airways,Kolkata,Banglore,1,8529,6,12,20,0,12,15
8869,Air India,Kolkata,Banglore,2,9416,6,12,12,0,30,30
8870,Jet Airways,Delhi,Cochin,2,11507,6,3,9,35,27,0
8871,Air India,Kolkata,Banglore,2,9920,4,1,16,45,16,10
8872,Multiple carriers,Delhi,Cochin,1,7038,18,5,7,10,9,0
8873,GoAir,Delhi,Cochin,1,4959,6,3,7,0,5,55
8874,Jet Airways,Mumbai,Hyderabad,0,5678,6,9,7,5,1,25
8875,Jet Airways,Banglore,Delhi,0,7229,6,9,8,20,3,0
8876,Jet Airways,Kolkata,Banglore,1,7064,4,1,16,30,7,5
8877,IndiGo,Banglore,Delhi,0,4823,4,6,8,30,2,50
8878,Jet Airways,Kolkata,Banglore,1,14571,24,5,16,30,6,5
8879,IndiGo,Kolkata,Banglore,0,4148,27,3,9,35,2,45
8880,Air India,Kolkata,Banglore,2,13873,24,5,10,0,15,20
8881,Jet Airways,Delhi,Cochin,1,10262,24,6,13,0,23,35
8883,Multiple carriers,Delhi,Cochin,1,6645,4,9,11,40,13,50
8884,IndiGo,Kolkata,Banglore,0,4804,5,1,17,15,2,35
8885,IndiGo,Banglore,New Delhi,1,5746,3,9,11,20,4,5
8886,GoAir,Delhi,Cochin,1,5199,6,9,5,55,7,40
8887,IndiGo,Chennai,Kolkata,0,4332,18,3,19,35,2,20
8888,IndiGo,Delhi,Cochin,1,6416,6,1,11,25,9,35
8889,Air India,Banglore,New Delhi,2,12935,18,3,6,45,9,35
8890,Jet Airways,Banglore,New Delhi,1,7832,21,3,8,55,11,25
8891,Jet Airways,Kolkata,Banglore,1,8586,5,1,16,30,12,10
8892,Jet Airways,Banglore,Delhi,0,5769,24,6,15,15,2,55
8893,Jet Airways,Mumbai,Hyderabad,0,8040,21,5,10,20,1,30
8894,Vistara,Delhi,Cochin,0,12411,3,6,6,0,3,10
8895,Air India,Kolkata,Banglore,1,8366,6,9,9,25,12,25
8896,Multiple carriers,Delhi,Cochin,1,7354,6,3,7,30,11,45
8898,Multiple carriers,Delhi,Cochin,1,11622,6,3,9,15,9,45
8899,Air India,Kolkata,Banglore,2,12723,6,6,5,50,17,25
8900,Jet Airways,Kolkata,Banglore,1,13759,24,3,8,25,15,0
8901,IndiGo,Delhi,Cochin,1,6412,15,5,16,10,6,20
8902,IndiGo,Delhi,Cochin,2,6494,27,3,8,35,12,45
8903,Jet Airways,Mumbai,Hyderabad,0,5678,24,3,15,50,1,30
8904,Air India,Kolkata,Banglore,1,8891,5,12,9,25,25,45
8905,Jet Airways,Delhi,Cochin,1,17024,3,3,21,50,21,0
8906,Jet Airways,Delhi,Cochin,2,10368,6,12,9,40,9,20
8907,Jet Airways,Kolkata,Banglore,1,14571,6,9,20,0,22,15
8908,Jet Airways,Banglore,New Delhi,1,7832,21,3,7,0,8,15
8909,Jet Airways,Kolkata,Banglore,1,14151,5,9,9,35,12,30
8910,Multiple carriers,Delhi,Cochin,1,7154,21,3,10,45,8,30
8911,Air Asia,Kolkata,Banglore,1,5192,15,4,7,35,11,50
8912,Multiple carriers,Delhi,Cochin,2,21483,3,6,15,5,10,30
8913,Jet Airways,Kolkata,Banglore,1,6812,6,6,16,30,12,10
8914,IndiGo,Banglore,New Delhi,1,13292,3,3,19,35,5,0
8915,IndiGo,Kolkata,Banglore,0,4174,4,9,22,15,2,35
8916,Jet Airways,Delhi,Cochin,2,11150,27,6,19,10,17,25
8917,IndiGo,Delhi,Cochin,1,5912,24,4,17,5,5,10
8918,Air India,Delhi,Cochin,1,8907,27,6,13,30,9,30
8919,Air India,Banglore,New Delhi,1,8767,3,9,17,0,10,40
8920,Jet Airways,Delhi,Cochin,1,12242,27,3,19,45,8,40
8921,Air India,Kolkata,Banglore,1,6327,24,5,19,0,9,40
8922,SpiceJet,Chennai,Kolkata,0,3543,24,5,9,45,2,15
8923,Multiple carriers,Delhi,Cochin,1,15058,6,3,8,0,11,15
8924,Jet Airways,Banglore,New Delhi,1,11087,3,12,18,55,23,30
8925,Jet Airways,Kolkata,Banglore,1,13941,5,9,20,0,8,40
8926,SpiceJet,Delhi,Cochin,1,7317,6,1,15,45,6,20
8928,Jet Airways,Kolkata,Banglore,1,9663,24,5,21,10,12,55
8929,IndiGo,Delhi,Cochin,1,5065,24,4,16,0,5,0
8930,Air India,Delhi,Cochin,1,8907,27,6,9,45,13,15
8931,SpiceJet,Kolkata,Banglore,0,4148,21,3,9,0,2,30
8932,Multiple carriers,Delhi,Cochin,1,13587,6,9,14,0,7,0
8933,Jet Airways,Delhi,Cochin,1,10262,6,6,21,50,6,35
8934,Jet Airways,Banglore,New Delhi,1,12284,18,3,14,5,18,10
8935,Jet Airways,Kolkata,Banglore,1,14781,15,5,18,55,21,25
8936,Jet Airways,Kolkata,Banglore,1,9663,18,5,8,25,24,55
8937,IndiGo,Banglore,New Delhi,0,19685,3,1,13,0,2,50
8938,Air India,Kolkata,Banglore,1,10203,5,12,10,0,13,15
8939,Jet Airways,Kolkata,Banglore,1,13941,15,5,6,30,22,10
8940,Air India,Banglore,New Delhi,0,25703,3,1,21,10,2,45
8941,Jet Airways,Delhi,Cochin,1,10262,6,9,14,0,14,25
8942,SpiceJet,Chennai,Kolkata,0,3543,5,1,17,45,2,20
8943,SpiceJet,Kolkata,Banglore,0,3841,4,6,14,55,2,30
8944,Jet Airways,Delhi,Cochin,1,15554,18,5,11,30,7,30
8945,Jet Airways,Kolkata,Banglore,1,10844,24,5,14,5,5,45
8946,Jet Airways,Kolkata,Banglore,1,12692,6,12,17,0,21,25
8947,Jet Airways,Mumbai,Hyderabad,0,3210,6,9,19,35,1,30
8948,Air India,Delhi,Cochin,2,9601,15,5,12,0,7,15
8949,Multiple carriers,Delhi,Cochin,1,13377,15,6,13,0,12,30
8950,Jet Airways,Kolkata,Banglore,1,11134,24,3,18,55,23,15
8951,Multiple carriers,Delhi,Cochin,1,8055,27,3,8,55,12,5
8952,Jet Airways,Delhi,Cochin,1,12242,27,3,17,30,10,55
8953,Air India,Banglore,New Delhi,1,8425,3,9,22,0,25,20
8954,SpiceJet,Mumbai,Hyderabad,0,2753,15,6,5,45,1,30
8955,SpiceJet,Banglore,Delhi,0,3311,27,5,21,10,2,55
8956,IndiGo,Kolkata,Banglore,1,4226,6,12,6,20,4,0
8958,Multiple carriers,Delhi,Cochin,1,12524,24,6,6,0,13,0
8959,SpiceJet,Kolkata,Banglore,0,3847,21,3,17,15,2,30
8960,Jet Airways,Kolkata,Banglore,1,12681,4,1,16,30,7,5
8961,Jet Airways,Delhi,Cochin,2,13882,6,6,9,25,19,0
8963,Jet Airways,Kolkata,Banglore,1,10844,6,6,8,25,12,20
8964,Jet Airways,Banglore,New Delhi,1,12547,3,12,21,25,10,50
8965,Jet Airways,Kolkata,Banglore,1,14178,6,9,18,55,9,45
8966,IndiGo,Delhi,Cochin,1,14871,3,3,16,0,9,35
8968,Multiple carriers,Delhi,Cochin,1,15078,3,6,8,0,13,0
8969,IndiGo,Kolkata,Banglore,0,4804,21,5,21,25,2,40
8970,SpiceJet,Kolkata,Banglore,0,3873,5,9,17,10,2,30
8971,SpiceJet,Kolkata,Banglore,0,3841,24,6,17,10,2,30
8972,GoAir,Delhi,Cochin,1,5457,6,1,7,0,5,55
8973,Jet Airways,Kolkata,Banglore,1,14781,5,12,14,5,8,30
8974,Jet Airways,Delhi,Cochin,1,15764,3,9,21,50,21,0
8975,Vistara,Banglore,Delhi,0,4668,6,12,9,45,2,50
8976,Jet Airways,Delhi,Cochin,0,9564,24,6,11,0,3,15
8977,IndiGo,Delhi,Cochin,1,7191,15,5,6,40,14,20
8978,Jet Airways,Delhi,Cochin,1,15764,3,6,19,45,8,40
8979,Jet Airways,Kolkata,Banglore,1,14388,5,6,14,5,21,55
8980,Jet Airways,Delhi,Cochin,1,6540,27,3,19,45,8,40
8981,SpiceJet,Banglore,Delhi,0,3625,24,6,9,30,2,50
8982,Multiple carriers,Delhi,Cochin,1,8266,5,9,7,30,11,45
8983,SpiceJet,Kolkata,Banglore,1,10944,18,5,11,15,7,15
8984,IndiGo,Delhi,Cochin,1,5073,27,3,16,0,5,0
8985,Jet Airways,Banglore,New Delhi,1,9134,15,3,5,45,6,40
8986,Vistara,Kolkata,Banglore,1,8085,6,12,20,20,24,0
8987,Jet Airways,Banglore,New Delhi,1,22270,3,6,7,0,5,25
8988,Air India,Kolkata,Banglore,2,9836,4,1,7,0,27,0
8989,IndiGo,Delhi,Cochin,1,14871,3,3,18,35,7,0
8990,Jet Airways,Mumbai,Hyderabad,2,23528,3,12,6,30,10,5
8991,Jet Airways,Banglore,Delhi,0,8016,6,6,7,10,3,0
8992,Jet Airways,Banglore,New Delhi,1,12284,18,3,7,0,9,10
8993,Multiple carriers,Delhi,Cochin,1,7005,6,12,6,0,15,0
8994,IndiGo,Kolkata,Banglore,0,4804,6,3,11,30,2,35
8995,IndiGo,Delhi,Cochin,1,6827,27,3,5,5,5,0
8996,Air India,Mumbai,Hyderabad,0,3100,5,12,6,20,1,20
8997,Jet Airways,Mumbai,Hyderabad,0,2759,15,3,19,35,1,30
8998,Jet Airways,Kolkata,Banglore,1,13067,5,9,20,25,24,40
8999,GoAir,Banglore,Delhi,0,3898,15,4,20,55,2,45
9000,Jet Airways,Delhi,Cochin,2,10368,6,12,9,40,18,45
9001,SpiceJet,Banglore,New Delhi,0,4273,18,3,5,45,2,50
9002,SpiceJet,Banglore,Delhi,0,3311,24,5,5,55,2,40
9003,Multiple carriers,Delhi,Cochin,1,15136,3,6,9,0,12,0
9004,Multiple carriers,Delhi,Cochin,1,6601,4,9,7,5,11,5
9005,Vistara,Kolkata,Banglore,1,8452,24,5,20,20,26,20
9006,Jet Airways,Kolkata,Banglore,1,9314,5,1,17,0,21,25
9007,IndiGo,Delhi,Cochin,1,6386,6,1,2,0,5,45
9008,Multiple carriers,Delhi,Cochin,1,13377,24,6,11,30,14,0
9009,Jet Airways,Mumbai,Hyderabad,0,5678,3,3,2,55,1,30
9010,Air Asia,Banglore,Delhi,0,4483,18,5,23,55,2,50
9011,Jet Airways,Delhi,Cochin,1,12898,27,5,14,0,22,35
9012,IndiGo,Banglore,New Delhi,0,7648,3,3,7,10,2,55
9013,Jet Airways,Kolkata,Banglore,1,14571,6,9,6,30,17,5
9014,IndiGo,Mumbai,Hyderabad,0,4049,27,6,6,25,1,30
9015,Air India,Banglore,New Delhi,2,11728,18,3,8,50,14,35
9016,SpiceJet,Kolkata,Banglore,0,3873,18,4,6,55,2,35
9017,Air India,Delhi,Cochin,1,7480,5,9,20,40,12,45
9018,Jet Airways,Banglore,Delhi,0,8541,21,6,19,50,3,0
9020,IndiGo,Chennai,Kolkata,0,3597,6,1,14,45,2,20
9021,Jet Airways,Banglore,New Delhi,1,13817,3,12,21,25,17,50
9022,Jet Airways,Kolkata,Banglore,1,14571,24,5,8,25,12,20
9023,Air Asia,Delhi,Cochin,1,6853,15,6,16,45,14,25
9025,SpiceJet,Banglore,Delhi,0,3573,27,5,9,30,2,50
9026,Vistara,Kolkata,Banglore,1,9345,15,5,17,0,25,50
9028,Multiple carriers,Delhi,Cochin,1,13797,6,12,8,0,13,0
9029,Air India,Banglore,New Delhi,3,12358,3,3,12,0,22,35
9030,Multiple carriers,Delhi,Cochin,1,14086,3,9,18,15,7,20
9031,IndiGo,Chennai,Kolkata,0,3597,5,3,19,35,2,20
9032,Jet Airways,Kolkata,Banglore,1,13731,24,5,18,55,13,20
9033,Jet Airways,Delhi,Cochin,1,12898,21,5,19,45,8,40
9034,Jet Airways,Delhi,Cochin,1,14714,6,6,16,0,12,25
9035,Vistara,Banglore,Delhi,0,5403,4,12,11,30,2,50
9036,Jet Airways,Banglore,Delhi,0,5769,24,6,6,0,2,45
9037,Air Asia,Kolkata,Banglore,0,5620,24,3,10,20,2,35
9038,IndiGo,Delhi,Cochin,0,5000,18,6,5,35,3,15
9040,Air India,Delhi,Cochin,2,10703,21,3,12,20,30,55
9041,Multiple carriers,Delhi,Cochin,1,13727,18,5,11,30,9,30
9042,Jet Airways,Kolkata,Banglore,1,14388,5,12,20,0,13,20
9044,Jet Airways,Banglore,New Delhi,1,22270,3,1,8,0,23,40
9045,IndiGo,Delhi,Cochin,1,6769,27,5,21,50,5,45
9046,Air Asia,Kolkata,Banglore,2,5192,24,5,15,10,8,20
9047,Jet Airways,Mumbai,Hyderabad,0,4995,24,5,2,55,1,25
9048,IndiGo,Chennai,Kolkata,0,8580,3,1,7,55,2,20
9049,Air India,Delhi,Cochin,1,7480,15,6,12,30,20,55
9050,Jet Airways,Banglore,Delhi,0,5198,27,4,8,20,3,0
9051,Jet Airways,Delhi,Cochin,2,10368,6,6,9,40,9,20
9052,Jet Airways,Mumbai,Hyderabad,0,8040,5,6,7,5,1,25
9053,Jet Airways,Delhi,Cochin,2,18909,3,9,8,20,20,5
9054,Air India,Kolkata,Banglore,2,12849,4,1,7,0,22,25
9055,Air India,Delhi,Cochin,1,22798,3,1,9,45,22,30
9056,Jet Airways,Kolkata,Banglore,1,14571,6,6,8,25,9,50
9057,Jet Airways,Banglore,New Delhi,1,13502,3,6,14,5,18,10
9058,SpiceJet,Chennai,Kolkata,0,3332,27,3,17,45,2,20
9059,Multiple carriers,Delhi,Cochin,1,7354,6,6,7,30,11,45
9060,Multiple carriers,Delhi,Cochin,1,8073,15,5,10,0,11,0
9061,IndiGo,Mumbai,Hyderabad,0,4049,21,3,9,10,1,25
9062,Jet Airways,Delhi,Cochin,1,15029,3,9,2,15,26,10
9063,Air India,Delhi,Cochin,2,10975,24,6,9,45,23,40
9064,Multiple carriers,Delhi,Cochin,1,7038,6,1,7,10,15,20
9065,Jet Airways,Delhi,Cochin,1,15554,5,9,8,0,11,0
9066,Air India,Banglore,Delhi,0,5228,6,12,21,5,2,50
9067,IndiGo,Delhi,Cochin,1,5636,6,1,2,0,5,25
9068,Air India,Delhi,Cochin,2,9653,27,6,12,0,19,40
9069,Jet Airways,Kolkata,Banglore,1,8586,24,5,18,55,15,10
9070,SpiceJet,Mumbai,Hyderabad,0,2017,21,5,13,15,1,30
9071,Vistara,Kolkata,Banglore,1,9345,24,5,20,20,27,5
9072,Jet Airways,Delhi,Cochin,2,9270,21,3,10,45,32,5
9073,Jet Airways,Delhi,Cochin,2,13292,6,3,5,30,13,30
9074,Jet Airways,Delhi,Cochin,2,8098,27,3,17,35,26,10
9075,Air India,Delhi,Cochin,1,7952,6,6,9,45,23,40
9076,IndiGo,Delhi,Cochin,1,5883,6,12,18,35,6,55
9077,Jet Airways,Banglore,Delhi,0,8016,6,6,19,50,3,0
9078,SpiceJet,Kolkata,Banglore,0,4174,18,5,17,10,2,30
9079,Multiple carriers,Delhi,Cochin,1,10696,6,3,7,5,15,25
9080,Vistara,Banglore,Delhi,0,4878,6,12,17,0,2,35
9081,SpiceJet,Banglore,Delhi,0,3971,4,1,9,30,2,50
9082,Multiple carriers,Delhi,Cochin,1,7198,6,3,19,0,6,30
9083,Jet Airways,Kolkata,Banglore,1,9314,5,6,20,25,25,40
9084,SpiceJet,Banglore,Delhi,0,4423,5,1,9,30,2,50
9085,SpiceJet,Kolkata,Banglore,0,3841,4,6,6,55,2,35
9086,Multiple carriers,Delhi,Cochin,1,7154,27,3,10,45,8,30
9087,Air India,Delhi,Cochin,1,9929,15,6,7,0,12,15
9088,Multiple carriers,Delhi,Cochin,1,8266,5,9,11,40,7,35
9089,Multiple carriers,Delhi,Cochin,1,10877,6,12,8,30,10,30
9090,IndiGo,Kolkata,Banglore,0,4804,24,6,15,15,2,30
9091,Multiple carriers,Delhi,Cochin,1,13587,15,6,11,30,9,30
9092,IndiGo,Delhi,Cochin,1,13611,3,6,4,45,8,35
9093,IndiGo,Delhi,Cochin,1,6628,6,6,9,15,16,15
9094,IndiGo,Delhi,Cochin,0,5601,6,12,14,25,3,15
9095,SpiceJet,Delhi,Cochin,1,5583,15,4,6,5,5,15
9096,IndiGo,Banglore,Delhi,0,3943,21,5,10,10,2,50
9098,Jet Airways,Kolkata,Banglore,1,9663,5,12,20,0,16,0
9100,IndiGo,Delhi,Cochin,1,5883,15,6,18,35,6,55
9101,IndiGo,Kolkata,Banglore,0,4804,27,4,11,30,2,35
9102,Vistara,Banglore,New Delhi,0,13383,3,3,16,0,2,35
9103,Multiple carriers,Delhi,Cochin,1,9646,6,1,13,15,9,15
9104,Jet Airways,Kolkata,Banglore,1,11467,5,1,17,0,26,10
9105,Air Asia,Kolkata,Banglore,1,5192,5,12,22,40,12,0
9107,Air Asia,Banglore,New Delhi,0,6477,3,3,23,25,2,45
9108,Multiple carriers,Delhi,Cochin,1,13727,18,5,9,0,12,0
9109,Vistara,Kolkata,Banglore,1,9555,18,5,17,0,27,20
9111,Vistara,Mumbai,Hyderabad,1,12395,3,6,10,25,12,30
9112,Jet Airways,Delhi,Cochin,1,10262,15,6,19,15,9,10
9113,Jet Airways,Kolkata,Banglore,1,14781,21,5,8,25,12,20
9114,Jet Airways,Mumbai,Hyderabad,0,5678,5,12,10,20,1,30
9115,SpiceJet,Kolkata,Banglore,1,7804,15,5,15,55,5,30
9116,Jet Airways,Delhi,Cochin,1,10262,27,6,15,0,28,0
9117,Jet Airways,Banglore,Delhi,0,5198,18,5,19,50,3,0
9118,IndiGo,Mumbai,Hyderabad,0,4049,5,3,6,25,1,30
9119,Air Asia,Banglore,Delhi,0,3383,15,6,11,10,2,45
9120,Air India,Delhi,Cochin,1,7174,27,5,17,40,5,20
9121,Air India,Delhi,Cochin,1,8907,15,5,20,30,26,30
9122,Jet Airways,Delhi,Cochin,2,13014,6,1,9,40,26,55
9123,Jet Airways,Kolkata,Banglore,1,13584,5,6,21,10,11,5
9124,Air Asia,Kolkata,Banglore,0,4107,15,5,22,50,2,30
9125,Jet Airways,Mumbai,Hyderabad,0,2071,15,3,2,55,1,30
9126,Jet Airways,Delhi,Cochin,1,12373,5,9,20,55,7,30
9127,Air India,Banglore,New Delhi,2,13303,3,12,8,50,29,5
9128,Jet Airways,Kolkata,Banglore,1,8529,6,12,16,30,17,35
9129,Jet Airways,Kolkata,Banglore,1,14571,6,6,18,55,24,55
9131,Jet Airways,Banglore,Delhi,0,8016,6,9,8,20,3,0
9132,IndiGo,Kolkata,Banglore,0,4804,6,6,21,25,2,40
9133,Air India,Banglore,New Delhi,1,5118,3,9,6,50,5,25
9134,Jet Airways,Kolkata,Banglore,1,9663,18,5,8,25,23,50
9135,Air India,Kolkata,Banglore,2,12723,6,9,5,50,30,40
9136,GoAir,Banglore,Delhi,0,3419,5,12,20,55,2,45
9137,Jet Airways,Banglore,New Delhi,1,11087,3,12,22,55,11,50
9138,IndiGo,Kolkata,Banglore,0,4174,4,12,22,15,2,35
9139,Jet Airways,Delhi,Cochin,1,10262,6,9,8,0,20,25
9140,Jet Airways,Delhi,Cochin,2,12609,15,6,9,35,27,0
9141,Vistara,Banglore,Delhi,0,4668,6,3,7,0,2,40
9142,SpiceJet,Mumbai,Hyderabad,0,1965,24,5,22,45,1,30
9143,IndiGo,Mumbai,Hyderabad,0,4049,6,1,6,25,1,30
9144,Air India,Kolkata,Banglore,0,5195,4,12,14,15,2,30
9145,IndiGo,Kolkata,Banglore,0,4804,18,5,20,20,2,35
9146,IndiGo,Banglore,New Delhi,0,7648,3,3,13,0,2,50
9147,IndiGo,Chennai,Kolkata,0,3850,5,3,7,55,2,20
9148,Air India,Banglore,Delhi,0,6121,15,4,10,0,2,45
9149,IndiGo,Chennai,Kolkata,0,3540,18,6,5,15,2,25
9150,Jet Airways,Banglore,New Delhi,1,9134,15,3,5,45,5,40
9151,Jet Airways,Kolkata,Banglore,1,10844,6,6,18,55,27,40
9152,IndiGo,Chennai,Kolkata,0,5277,6,3,22,5,2,20
9153,IndiGo,Delhi,Cochin,1,5073,4,6,16,0,5,0
9154,SpiceJet,Kolkata,Banglore,0,3841,24,6,6,55,2,35
9155,Multiple carriers,Delhi,Cochin,1,10877,6,3,7,30,11,30
9156,Jet Airways,Delhi,Cochin,1,5406,27,3,17,30,26,15
9157,Jet Airways,Kolkata,Banglore,1,14151,6,9,17,0,16,45
9158,Jet Airways,Delhi,Cochin,2,14237,6,3,18,25,18,10
9159,IndiGo,Mumbai,Hyderabad,0,2754,24,6,1,40,1,30
9160,Air India,Kolkata,Banglore,1,11306,18,5,7,0,13,25
9161,Air Asia,Kolkata,Banglore,1,5192,5,1,22,40,12,0
9162,Vistara,Chennai,Kolkata,0,3687,6,12,7,5,2,15
9163,Multiple carriers,Delhi,Cochin,1,12192,6,3,3,50,15,10
9164,Jet Airways,Delhi,Cochin,1,12898,27,5,13,0,6,0
9165,Jet Airways,Delhi,Cochin,1,14924,6,9,19,45,23,15
9166,SpiceJet,Kolkata,Banglore,1,8479,24,5,11,35,7,15
9167,Multiple carriers,Delhi,Cochin,1,6943,27,5,14,0,11,30
9168,Multiple carriers,Delhi,Cochin,1,7354,27,6,6,40,12,35
9169,Multiple carriers,Delhi,Cochin,1,12192,6,6,9,0,10,0
9170,IndiGo,Banglore,Delhi,0,3943,5,3,21,15,3,0
9171,Jet Airways,Delhi,Cochin,2,15129,5,6,19,10,23,50
9172,Vistara,Banglore,Delhi,0,5403,4,9,7,0,2,40
9173,Jet Airways,Delhi,Cochin,2,13882,27,6,9,25,19,0
9174,Jet Airways,Mumbai,Hyderabad,0,5678,21,3,19,35,1,30
9175,Vistara,Banglore,Delhi,0,5403,27,4,11,30,2,50
9176,Vistara,Banglore,Delhi,0,4878,27,6,21,0,2,50
9177,IndiGo,Delhi,Cochin,2,6494,27,3,6,40,14,40
9178,IndiGo,Banglore,New Delhi,0,4777,24,3,1,30,2,45
9179,Air India,Mumbai,Hyderabad,0,3625,6,6,13,55,1,30
9180,Air India,Kolkata,Banglore,2,9258,4,1,12,0,30,30
9181,Jet Airways,Delhi,Cochin,1,10262,6,6,13,0,6,0
9183,IndiGo,Kolkata,Banglore,0,4174,4,3,15,15,2,30
9184,Multiple carriers,Delhi,Cochin,1,7485,21,5,10,20,15,10
9185,Air India,Kolkata,Banglore,2,11222,18,5,8,20,26,50
9186,Jet Airways,Kolkata,Banglore,1,12121,5,1,17,0,28,5
9187,Air India,Kolkata,Banglore,2,10697,21,5,8,20,10,10
9188,Jet Airways,Delhi,Cochin,1,12373,5,9,11,30,7,30
9189,SpiceJet,Kolkata,Banglore,1,6381,21,5,8,35,8,40
9190,Jet Airways,Delhi,Cochin,2,17072,3,6,17,55,34,30
9192,IndiGo,Banglore,Delhi,0,4823,24,5,18,25,2,55
9193,Air India,Delhi,Cochin,1,27282,3,3,9,45,13,15
9194,IndiGo,Mumbai,Hyderabad,0,2227,6,12,20,5,1,35
9195,IndiGo,Banglore,New Delhi,0,4545,3,9,0,40,2,45
9196,IndiGo,Kolkata,Banglore,0,4148,21,3,17,15,2,40
9197,IndiGo,Kolkata,Banglore,0,4148,3,12,15,10,2,35
9198,Air India,Banglore,New Delhi,2,7642,21,3,8,15,27,5
9199,Jet Airways,Delhi,Cochin,1,10262,6,3,16,0,20,35
9200,Jet Airways,Banglore,Delhi,0,4030,24,5,8,20,3,0
9201,IndiGo,Delhi,Cochin,0,5000,27,6,14,25,3,15
9202,SpiceJet,Delhi,Cochin,1,5264,6,9,8,45,4,30
9203,Jet Airways,Banglore,Delhi,0,7229,6,1,18,55,3,5
9204,Jet Airways,Delhi,Cochin,1,10577,6,3,8,0,11,0
9205,Air India,Kolkata,Banglore,2,12723,24,5,5,50,27,5
9206,Jet Airways,Delhi,Cochin,1,14714,6,1,21,50,6,35
9207,Jet Airways,Delhi,Cochin,1,7438,21,3,2,15,26,10
9208,Air India,Kolkata,Banglore,1,10203,15,5,20,30,23,55
9209,Air Asia,Kolkata,Banglore,0,3782,27,3,22,50,2,30
9211,Multiple carriers,Delhi,Cochin,1,8073,15,5,19,0,6,30
9212,IndiGo,Kolkata,Banglore,0,4804,5,9,15,30,2,35
9213,IndiGo,Kolkata,Banglore,1,4864,5,9,7,10,5,30
9214,Multiple carriers,Delhi,Cochin,1,15135,3,6,6,40,12,10
9215,Air India,Kolkata,Banglore,1,8366,6,6,16,50,18,20
9217,Air India,Banglore,Delhi,0,7171,15,6,17,0,2,45
9218,Jet Airways,Kolkata,Banglore,1,12121,5,6,9,35,11,30
9219,Air India,Delhi,Cochin,2,11753,6,12,10,55,8,20
9220,IndiGo,Banglore,New Delhi,1,8064,3,1,5,15,4,45
9221,Jet Airways,Delhi,Cochin,1,10262,6,6,15,0,28,0
9222,IndiGo,Chennai,Kolkata,0,5277,5,3,22,5,2,20
9223,Jet Airways,Banglore,Delhi,0,8016,6,9,17,45,3,0
9224,Air India,Mumbai,Hyderabad,2,11342,3,12,5,30,9,20
9225,Jet Airways,Kolkata,Banglore,1,7594,6,12,6,30,22,10
9226,Air Asia,Banglore,Delhi,0,4483,6,3,11,10,2,45
9227,Jet Airways,Delhi,Cochin,2,16263,18,5,20,0,8,25
9228,Air India,Kolkata,Banglore,2,13243,5,12,10,0,15,20
9229,Jet Airways,Banglore,Delhi,0,6478,6,12,6,0,2,45
9230,Jet Airways,Delhi,Cochin,1,15764,3,6,23,5,5,20
